358.00,358.00,327.00,255.00,371.00,258.00,257.00,371.00,258.00
337.00,359.00,359.00,299.00,355.00,315.00,300.00,360.00,316.00
390.00,398.00,387.00,306.00,390.00,257.00,304.00,386.00,255.00
382.00,334.00,331.00,296.00,386.00,325.00,299.00,383.00,324.00
363.00,358.00,337.00,285.00,390.00,295.00,285.00,394.00,297.00
377.00,372.00,358.00,301.00,358.00,296.00,298.00,357.00,299.00
368.00,363.00,367.00,302.00,373.00,287.00,310.00,365.00,283.00
356.00,375.00,363.00,291.00,344.00,318.00,292.00,341.00,319.00
352.00,348.00,371.00,280.00,364.00,299.00,274.00,370.00,301.00
372.00,395.00,349.00,265.00,358.00,278.00,266.00,355.00,277.00
389.00,355.00,383.00,283.00,383.00,303.00,281.00,383.00,295.00
366.00,382.00,371.00,283.00,347.00,274.00,283.00,347.00,268.00
359.00,362.00,387.00,297.00,388.00,339.00,302.00,389.00,340.00
388.00,387.00,348.00,299.00,372.00,317.00,299.00,364.00,323.00
352.00,388.00,345.00,319.00,369.00,292.00,317.00,365.00,288.00
352.00,404.00,382.00,345.00,371.00,343.00,339.00,369.00,343.00
355.00,357.00,352.00,287.00,379.00,296.00,291.00,379.00,292.00
358.00,372.00,360.00,278.00,360.00,328.00,282.00,358.00,332.00
344.00,365.00,334.00,252.00,345.00,278.00,254.00,353.00,280.00
348.00,388.00,347.00,318.00,374.00,279.00,315.00,381.00,278.00
362.00,340.00,352.00,285.00,353.00,305.00,286.00,356.00,304.00
339.00,376.00,331.00,264.00,371.00,264.00,267.00,380.00,265.00
369.00,357.00,347.00,304.00,354.00,302.00,305.00,355.00,307.00
357.00,380.00,331.00,311.00,370.00,305.00,316.00,365.00,304.00
351.00,371.00,403.00,309.00,383.00,295.00,304.00,382.00,294.00
381.00,337.00,368.00,253.00,391.00,278.00,256.00,390.00,277.00
370.00,364.00,379.00,358.00,352.00,345.00,353.00,351.00,344.00
408.00,345.00,391.00,276.00,377.00,283.00,273.00,376.00,282.00
321.00,352.00,320.00,279.00,328.00,266.00,272.00,333.00,259.00
360.00,390.00,349.00,313.00,387.00,320.00,319.00,393.00,322.00
372.00,393.00,340.00,288.00,361.00,282.00,286.00,359.00,280.00
362.00,374.00,357.00,321.00,363.00,278.00,326.00,366.00,289.00
353.00,404.00,358.00,335.00,378.00,294.00,338.00,379.00,299.00
361.00,373.00,393.00,280.00,396.00,310.00,282.00,396.00,308.00
390.00,342.00,332.00,310.00,370.00,236.00,314.00,376.00,236.00
377.00,365.00,376.00,343.00,381.00,284.00,351.00,385.00,274.00
336.00,371.00,374.00,299.00,384.00,329.00,299.00,388.00,333.00
383.00,367.00,321.00,316.00,368.00,310.00,315.00,369.00,313.00
354.00,366.00,349.00,287.00,375.00,268.00,287.00,379.00,268.00
334.00,388.00,343.00,324.00,368.00,317.00,324.00,366.00,317.00
337.00,364.00,353.00,293.00,372.00,323.00,292.00,379.00,328.00
369.00,358.00,361.00,305.00,390.00,283.00,307.00,394.00,279.00
346.00,360.00,367.00,284.00,358.00,299.00,287.00,363.00,296.00
398.00,368.00,375.00,307.00,375.00,284.00,307.00,379.00,284.00
377.00,362.00,385.00,262.00,367.00,288.00,257.00,368.00,285.00
349.00,341.00,364.00,284.00,376.00,349.00,278.00,382.00,347.00
358.00,387.00,377.00,285.00,372.00,312.00,292.00,373.00,309.00
373.00,372.00,353.00,258.00,387.00,304.00,257.00,382.00,307.00
318.00,393.00,367.00,302.00,353.00,291.00,302.00,351.00,291.00
341.00,340.00,352.00,292.00,365.00,281.00,291.00,368.00,274.00
