53.00,64.00,69.00,1239.35,569.83,1176.01,2372.71,1011.65,2214.01
83.00,89.00,79.00,1049.67,525.76,930.50,1933.35,873.53,1703.01
71.00,65.00,52.00,899.13,389.00,1132.02,1656.26,648.00,2160.04
65.00,80.00,94.00,903.54,524.51,837.59,1677.08,889.02,1487.18
58.00,92.00,93.00,1036.74,318.73,975.88,1957.49,453.45,1765.76
71.00,98.00,107.00,877.13,563.17,899.34,1612.26,930.34,1584.67
96.00,88.00,92.00,921.02,493.97,920.88,1650.04,811.94,1657.75
105.00,91.00,97.00,1045.08,713.25,852.62,1880.16,1244.50,1511.25
38.00,76.00,47.00,1057.06,504.64,940.72,2038.12,857.28,1787.43
55.00,68.00,67.00,947.13,531.73,949.93,1784.27,927.46,1765.86
78.00,86.00,66.00,957.55,396.86,909.54,1759.10,621.71,1687.08
128.00,117.00,130.00,1039.04,633.10,1217.06,1822.08,1032.19,2174.13
64.00,63.00,39.00,836.66,403.47,730.67,1545.31,680.95,1383.35
82.00,69.00,94.00,841.77,549.90,800.37,1519.53,961.80,1412.74
88.00,81.00,92.00,673.70,460.49,802.84,1171.41,758.99,1421.68
94.00,81.00,93.00,773.35,480.69,686.85,1358.69,799.38,1187.70
92.00,101.00,70.00,1023.17,408.27,992.88,1862.35,614.53,1845.76
74.00,65.00,76.00,1232.58,463.05,913.61,2317.17,796.09,1675.23
123.00,90.00,116.00,1189.58,604.12,1024.51,2133.16,1028.24,1817.02
70.00,53.00,58.00,883.16,393.53,1026.55,1626.32,681.07,1937.10
76.00,115.00,72.00,821.59,485.43,836.85,1491.18,740.86,1529.70
122.00,90.00,112.00,1332.28,426.77,1278.86,2420.56,673.55,2333.73
97.00,106.00,102.00,914.46,601.82,900.57,1634.93,991.64,1597.14
103.00,88.00,113.00,961.33,434.46,876.45,1716.65,692.92,1526.90
77.00,132.00,75.00,810.36,541.21,909.19,1466.71,818.42,1668.37
60.00,108.00,78.00,1032.43,345.18,987.96,1944.86,474.37,1819.93
82.00,83.00,69.00,614.75,555.02,619.88,1065.49,944.04,1101.76
72.00,97.00,64.00,858.10,420.95,912.87,1572.19,647.90,1697.74
83.00,85.00,95.00,1074.44,739.35,1115.69,1982.87,1308.70,2041.39
102.00,80.00,118.00,891.79,362.48,852.73,1579.59,564.96,1469.46
62.00,87.00,72.00,1174.42,540.66,1081.16,2224.85,907.31,2018.32
92.00,86.00,96.00,830.73,558.80,1069.38,1477.46,945.59,1946.76
94.00,98.00,95.00,790.14,444.69,958.80,1392.27,693.37,1727.60
70.00,75.00,46.00,1050.97,362.81,757.36,1961.94,575.62,1422.72
45.00,100.00,78.00,941.54,456.88,1511.40,1793.07,713.76,2866.80
96.00,104.00,65.00,721.55,415.84,939.54,1251.09,623.68,1749.08
86.00,89.00,86.00,918.07,423.38,686.27,1664.13,668.76,1200.53
56.00,74.00,79.00,797.84,391.06,860.65,1483.67,634.11,1563.29
68.00,82.00,101.00,969.12,414.25,1095.12,1802.25,664.50,1988.25
115.00,91.00,118.00,771.39,522.12,742.67,1312.78,862.23,1249.33
91.00,97.00,84.00,928.53,526.83,790.44,1675.05,859.65,1412.88
61.00,81.00,51.00,850.73,396.79,961.45,1579.46,631.58,1820.90
71.00,80.00,77.00,947.62,487.05,900.47,1753.24,814.09,1646.93
56.00,96.00,72.00,872.55,423.19,1082.53,1633.11,654.39,2021.06
67.00,84.00,71.00,1230.45,536.76,1063.53,2326.89,905.52,1985.06
54.00,82.00,54.00,855.10,449.15,586.91,1602.20,734.30,1065.83
108.00,117.00,102.00,967.37,512.02,806.57,1718.73,790.03,1409.14
67.00,80.00,82.00,1272.98,379.82,1018.61,2411.96,599.64,1873.23
99.00,57.00,77.00,935.81,524.67,780.81,1673.62,935.35,1407.62
108.00,141.00,95.00,946.20,587.88,1009.95,1676.40,893.76,1829.91
