61.00,86.00,80.00,678.75,200.35,827.41,1235.51,228.70,1494.83
80.00,89.00,90.00,693.95,311.92,689.41,1227.90,445.83,1198.81
74.00,78.00,93.00,665.34,273.38,703.74,1182.67,390.75,1221.48
77.00,64.00,79.00,769.12,178.64,670.81,1384.24,229.29,1183.63
68.00,86.00,106.00,688.46,412.07,1036.47,1240.92,652.14,1860.95
66.00,72.00,43.00,622.74,193.25,682.05,1113.48,242.50,1278.10
68.00,70.00,55.00,904.82,293.00,696.94,1673.64,445.99,1283.87
51.00,75.00,38.00,405.83,316.54,659.82,709.66,483.08,1243.64
83.00,77.00,91.00,906.70,438.48,814.19,1647.40,722.97,1446.37
100.00,108.00,142.00,629.74,381.25,743.06,1059.48,546.49,1202.12
92.00,132.00,55.00,599.53,273.45,689.23,1015.07,282.91,1268.46
73.00,98.00,76.00,730.32,413.36,728.76,1314.63,630.71,1305.52
106.00,88.00,75.00,1015.30,498.84,696.41,1818.60,821.67,1242.82
66.00,64.00,58.00,617.50,176.05,480.17,1103.01,224.10,844.35
94.00,84.00,82.00,902.50,324.99,768.88,1617.01,481.99,1373.76
75.00,78.00,68.00,805.83,341.98,789.82,1461.66,527.95,1443.63
88.00,82.00,78.00,646.84,301.73,829.43,1117.69,439.45,1502.86
90.00,88.00,98.00,817.02,279.87,929.38,1454.05,383.75,1662.77
91.00,99.00,75.00,613.44,209.31,684.72,1044.88,220.62,1219.45
84.00,72.00,97.00,545.60,314.88,669.73,923.20,485.75,1145.46
72.00,96.00,60.00,1159.43,345.45,1074.58,2174.86,498.91,2029.16
83.00,88.00,86.00,871.33,211.44,720.11,1576.66,246.88,1268.23
70.00,74.00,63.00,670.13,236.36,832.22,1200.26,324.72,1538.45
94.00,87.00,70.00,957.24,315.67,938.50,1726.47,457.34,1736.99
129.00,117.00,126.00,713.80,301.44,791.06,1169.59,368.87,1330.12
138.00,95.00,138.00,1059.36,470.62,924.55,1842.71,751.25,1573.09
108.00,87.00,94.00,785.84,370.85,763.89,1355.68,567.71,1339.78
75.00,93.00,71.00,842.14,418.20,669.12,1534.29,650.41,1196.23
95.00,92.00,112.00,768.36,374.39,853.30,1346.73,564.79,1482.60
92.00,92.00,93.00,600.49,159.21,749.07,1016.99,134.43,1312.14
59.00,104.00,59.00,384.87,342.56,462.34,651.73,477.11,806.68
93.00,89.00,93.00,611.09,393.90,660.66,1036.18,609.81,1135.32
99.00,85.00,97.00,816.94,310.47,1000.29,1435.88,450.94,1806.58
61.00,76.00,66.00,659.18,294.02,687.59,1196.35,436.03,1243.17
59.00,76.00,89.00,1096.15,168.44,955.60,2074.31,184.87,1733.20
96.00,109.00,100.00,697.49,298.44,603.61,1202.98,378.88,1007.22
53.00,70.00,55.00,716.60,143.61,716.28,1327.20,147.22,1322.56
54.00,78.00,42.00,599.95,255.90,784.74,1091.90,355.80,1485.48
133.00,98.00,108.00,749.46,298.28,715.45,1232.93,400.57,1214.90
84.00,80.00,81.00,716.05,388.91,600.76,1264.11,617.82,1039.53
79.00,93.00,83.00,828.38,261.82,801.61,1498.77,337.65,1437.23
108.00,84.00,107.00,795.26,424.28,992.11,1374.53,680.57,1770.23
73.00,84.00,91.00,608.53,305.87,610.01,1071.05,443.75,1038.03
88.00,72.00,95.00,831.11,183.73,698.72,1486.22,223.46,1207.43
102.00,126.00,71.00,542.69,523.98,567.67,881.38,795.95,993.34
80.00,94.00,93.00,838.43,450.83,1041.06,1516.86,713.66,1896.12
76.00,75.00,64.00,864.94,146.32,928.51,1577.89,142.64,1729.03
83.00,70.00,78.00,618.12,361.75,556.34,1070.24,583.51,956.68
108.00,107.00,74.00,572.07,362.96,700.04,928.15,511.93,1252.09
37.00,112.00,26.00,1226.32,140.24,1219.49,2378.63,56.47,2386.97
